%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%Last Column = Timestamp 
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.002, 0.980, 0.312, 16:37:53.324
1, -17239.77, -8004.83, -84174.48, -68509.30, 187500.00, -65624.67, -73047.58, -54306.60, 0.000, 0.000, 0.000, 16:37:53.785
2, -17128.01, -7856.28, -84120.02, -68459.16, 187500.00, -65566.72, -73000.62, -54243.61, 0.000, 0.000, 0.000, 16:37:53.786
3, -17272.62, -8102.98, -84132.66, -68480.06, 187500.00, -65586.25, -73032.96, -54257.67, 0.000, 0.000, 0.000, 16:37:53.788
4, -17288.94, -8166.12, -84084.06, -68426.31, 187500.00, -65534.95, -72971.73, -54202.98, 0.000, 0.000, 0.000, 16:37:53.790
5, -17201.07, -7988.31, -84109.23, -68439.84, 187500.00, -65547.74, -72968.48, -54215.41, 0.000, 0.000, 0.000, 16:37:53.793
6, -17112.81, -7829.57, -84113.84, -68452.35, 187500.00, -65566.91, -72983.70, -54228.28, 0.000, 0.000, 0.000, 16:37:53.793
7, -17133.66, -7948.66, -84018.80, -68370.81, 187500.00, -65475.45, -72928.91, -54160.53, -0.012, 0.982, 0.296, 16:37:53.794
8, -17161.58, -8044.04, -83952.37, -68299.51, 187500.00, -65401.25, -72849.34, -54085.54, 0.000, 0.000, 0.000, 16:37:53.794
9, -17098.44, -7911.78, -83983.01, -68318.09, 187500.00, -65427.73, -72839.88, -54096.50, 0.000, 0.000, 0.000, 16:37:53.795
10, -16989.05, -7713.16, -83999.95, -68336.30, 187500.00, -65449.68, -72869.30, -54119.45, 0.000, 0.000, 0.000, 16:37:53.795
11, -17040.79, -7840.19, -83965.55, -68316.09, 187500.00, -65422.57, -72870.87, -54095.51, 0.000, 0.000, 0.000, 16:37:53.797
12, -17100.20, -7982.37, -83904.24, -68251.25, 187500.00, -65362.91, -72811.99, -54031.36, 0.000, 0.000, 0.000, 16:37:53.797
13, -16986.63, -7823.31, -83841.52, -68175.73, 187500.00, -65289.20, -72715.77, -53964.35, 0.000, 0.000, 0.000, 16:37:53.798
14, -16889.65, -7617.14, -83885.02, -68217.39, 187500.00, -65329.77, -72747.13, -54011.96, 0.000, 0.000, 0.000, 16:37:53.798
15, -16980.87, -7755.76, -83931.85, -68277.45, 187500.00, -65395.19, -72822.85, -54067.80, 0.000, 0.000, 0.000, 16:37:53.799
16, -17092.80, -7971.44, -83908.42, -68251.74, 187500.00, -65373.06, -72811.52, -54042.61, 0.000, 0.000, 0.000, 16:37:53.799
17, -17027.09, -7879.73, -83857.59, -68189.07, 187500.00, -65307.28, -72747.15, -53985.59, -0.012, 0.986, 0.290, 16:37:53.800
18, -16872.64, -7613.67, -83849.33, -68176.44, 187500.00, -65288.15, -72719.92, -53973.18, 0.000, 0.000, 0.000, 16:37:53.800
19, -16887.95, -7642.75, -83858.52, -68195.70, 187500.00, -65313.54, -72742.27, -53991.96, 0.000, 0.000, 0.000, 16:37:53.800
20, -16934.20, -7795.86, -83756.59, -68099.39, 187500.00, -65218.12, -72667.98, -53898.91, 0.000, 0.000, 0.000, 16:37:53.801
21, -16966.65, -7827.94, -83776.93, -68113.23, 187500.00, -65227.02, -72661.70, -53908.27, 0.000, 0.000, 0.000, 16:37:53.801
22, -16840.83, -7592.37, -83795.50, -68122.68, 187500.00, -65238.13, -72649.98, -53915.89, 0.000, 0.000, 0.000, 16:37:53.802
23, -16780.77, -7515.04, -83763.27, -68098.70, 187500.00, -65212.15, -72640.15, -53886.16, 0.000, 0.000, 0.000, 16:37:53.802
24, -16883.55, -7728.36, -83722.84, -68062.13, 187500.00, -65175.27, -72621.98, -53848.82, 0.000, 0.000, 0.000, 16:37:53.803
25, -16880.55, -7753.69, -83672.84, -68003.91, 187500.00, -65111.97, -72555.15, -53791.73, 0.000, 0.000, 0.000, 16:37:53.803
26, -16743.85, -7521.85, -83666.47, -67989.66, 187500.00, -65108.44, -72527.43, -53780.87, 0.000, 0.000, 0.000, 16:37:53.803
27, -16648.90, -7384.03, -83650.04, -67975.12, 187500.00, -65101.82, -72526.13, -53769.24, -0.008, 0.986, 0.290, 16:37:53.804
28, -16742.73, -7580.12, -83612.22, -67946.44, 187500.00, -65061.43, -72511.00, -53734.91, 0.000, 0.000, 0.000, 16:37:53.804
29, -16844.21, -7728.23, -83641.86, -67974.71, 187500.00, -65093.22, -72537.09, -53761.75, 0.000, 0.000, 0.000, 16:37:53.804
30, -16768.37, -7566.40, -83669.46, -67991.50, 187500.00, -65111.10, -72548.38, -53793.52, 0.000, 0.000, 0.000, 16:37:53.805
31, -16555.13, -7280.61, -83563.83, -67890.56, 187500.00, -65004.55, -72439.72, -53691.10, 0.000, 0.000, 0.000, 16:37:53.805
32, -16634.14, -7450.60, -83542.50, -67879.70, 187500.00, -64995.65, -72453.31, -53676.89, 0.000, 0.000, 0.000, 16:37:53.805
33, -16675.68, -7563.96, -83480.63, -67810.48, 187500.00, -64933.36, -72388.58, -53613.81, 0.000, 0.000, 0.000, 16:37:53.806
34, -16612.89, -7436.29, -83497.58, -67815.66, 187500.00, -64940.78, -72373.43, -53616.71, 0.000, 0.000, 0.000, 16:37:53.806
35, -16466.87, -7199.18, -83481.62, -67800.26, 187500.00, -64926.56, -72358.27, -53603.37, 0.000, 0.000, 0.000, 16:37:53.806
36, -16520.87, -7320.13, -83461.77, -67793.20, 187500.00, -64913.31, -72372.17, -53590.99, 0.000, 0.000, 0.000, 16:37:53.806
37, -16685.40, -7575.94, -83506.36, -67831.26, 187500.00, -64952.16, -72395.89, -53619.48, -0.008, 0.980, 0.290, 16:37:53.807
38, -16597.09, -7447.38, -83459.42, -67770.87, 187500.00, -64899.29, -72314.28, -53565.30, 0.000, 0.000, 0.000, 16:37:53.807
39, -16439.51, -7182.55, -83435.88, -67746.99, 187500.00, -64875.87, -72303.73, -53554.02, 0.000, 0.000, 0.000, 16:37:53.807
40, -16426.63, -7211.52, -83385.33, -67711.73, 187500.00, -64839.82, -72287.77, -53517.03, 0.000, 0.000, 0.000, 16:37:53.808
41, -16565.46, -7456.92, -83393.71, -67726.37, 187500.00, -64857.47, -72304.56, -53525.45, 0.000, 0.000, 0.000, 16:37:53.808
42, -16541.01, -7421.20, -83387.52, -67714.12, 187500.00, -64846.57, -72271.32, -53512.73, 0.000, 0.000, 0.000, 16:37:53.808
43, -16401.26, -7169.68, -83395.59, -67716.06, 187500.00, -64853.50, -72258.20, -53519.11, 0.000, 0.000, 0.000, 16:37:53.809
44, -16375.18, -7152.33, -83375.16, -67706.63, 187500.00, -64822.71, -72271.14, -53515.02, 0.000, 0.000, 0.000, 16:37:53.809
45, -16503.28, -7394.49, -83366.46, -67701.82, 187500.00, -64816.46, -72275.08, -53499.32, 0.000, 0.000, 0.000, 16:37:53.809
46, -16452.09, -7355.76, -83291.23, -67617.87, 187500.00, -64739.48, -72177.40, -53417.09, 0.000, 0.000, 0.000, 16:37:53.809
47, -16357.72, -7152.38, -83342.63, -67658.82, 187500.00, -64784.88, -72197.77, -53455.04, -0.014, 0.982, 0.288, 16:37:53.810
48, -16302.07, -7073.68, -83332.42, -67658.59, 187500.00, -64779.46, -72214.48, -53449.55, 0.000, 0.000, 0.000, 16:37:53.810
49, -16390.49, -7276.54, -83279.42, -67617.35, 187500.00, -64735.16, -72186.37, -53405.85, 0.000, 0.000, 0.000, 16:37:53.810
50, -16408.19, -7332.38, -83243.84, -67579.42, 187500.00, -64699.56, -72133.70, -53367.07, 0.000, 0.000, 0.000, 16:37:53.811
51, -16336.26, -7161.10, -83293.20, -67618.09, 187500.00, -64743.75, -72155.02, -53408.42, 0.000, 0.000, 0.000, 16:37:53.811
52, -16229.02, -6994.26, -83263.24, -67594.83, 187500.00, -64720.55, -72140.12, -53381.77, 0.000, 0.000, 0.000, 16:37:53.811
53, -16300.66, -7170.04, -83209.30, -67553.14, 187500.00, -64679.46, -72115.38, -53336.76, 0.000, 0.000, 0.000, 16:37:53.812
54, -16352.07, -7282.04, -83175.58, -67515.77, 187500.00, -64641.42, -72074.83, -53306.50, 0.000, 0.000, 0.000, 16:37:53.812
55, -16254.88, -7109.06, -83177.86, -67503.74, 187500.00, -64626.98, -72046.35, -53301.33, 0.000, 0.000, 0.000, 16:37:53.812
56, -16147.01, -6921.87, -83193.28, -67518.29, 187500.00, -64647.61, -72056.50, -53311.57, 0.000, 0.000, 0.000, 16:37:53.812
57, -16182.93, -7043.73, -83129.40, -67470.19, 187500.00, -64604.25, -72035.18, -53275.02, -0.016, 0.990, 0.286, 16:37:53.813
58, -16266.46, -7203.70, -83101.99, -67440.46, 187500.00, -64561.43, -72005.31, -53238.63, 0.000, 0.000, 0.000, 16:37:53.813
59, -16233.09, -7110.65, -83138.80, -67458.57, 187500.00, -64589.70, -72015.40, -53252.65, 0.000, 0.000, 0.000, 16:37:53.813
60, -16097.64, -6879.53, -83139.52, -67453.88, 187500.00, -64586.75, -72006.52, -53250.44, 0.000, 0.000, 0.000, 16:37:53.814
61, -16068.78, -6915.63, -83042.31, -67371.73, 187500.00, -64503.15, -71945.95, -53169.81, 0.000, 0.000, 0.000, 16:37:53.815
62, -16166.14, -7108.79, -83006.11, -67337.35, 187500.00, -64479.02, -71912.80, -53136.89, 0.000, 0.000, 0.000, 16:37:53.816
63, -16179.91, -7085.41, -83054.81, -67377.03, 187500.00, -64525.21, -71935.47, -53174.39, 0.000, 0.000, 0.000, 16:37:53.817
64, -15987.02, -6779.10, -83007.16, -67319.85, 187500.00, -64465.09, -71879.81, -53129.36, 0.000, 0.000, 0.000, 16:37:53.818
65, -15932.35, -6757.25, -82931.65, -67250.45, 187500.00, -64386.32, -71823.17, -53062.86, 0.000, 0.000, 0.000, 16:37:53.819
66, -16026.74, -6964.62, -82884.67, -67209.16, 187500.00, -64341.10, -71797.31, -53018.74, 0.000, 0.000, 0.000, 16:37:53.827
67, -15979.91, -6911.27, -82839.38, -67159.19, 187500.00, -64293.74, -71737.67, -52965.52, -0.016, 0.990, 0.290, 16:37:53.827
68, -15884.92, -6698.62, -82889.34, -67202.44, 187500.00, -64332.14, -71766.33, -53019.88, 0.000, 0.000, 0.000, 16:37:53.827
69, -15893.97, -6701.14, -82919.65, -67240.48, 187500.00, -64371.01, -71807.86, -53048.11, 0.000, 0.000, 0.000, 16:37:53.828
70, -16039.86, -6963.48, -82926.22, -67249.65, 187500.00, -64382.88, -71834.03, -53055.44, 0.000, 0.000, 0.000, 16:37:53.828
71, -16071.40, -7017.98, -82928.91, -67241.69, 187500.00, -64381.83, -71816.40, -53048.91, 0.000, 0.000, 0.000, 16:37:53.828
72, -15992.14, -6830.67, -82980.20, -67286.68, 187500.00, -64426.71, -71843.51, -53091.96, 0.000, 0.000, 0.000, 16:37:53.828
73, -15971.19, -6773.16, -83015.31, -67332.02, 187500.00, -64470.30, -71895.48, -53133.80, 0.000, 0.000, 0.000, 16:37:53.829
74, -16074.28, -6983.76, -82973.43, -67298.77, 187500.00, -64433.59, -71880.34, -53098.71, 0.000, 0.000, 0.000, 16:37:53.829
75, -16052.60, -7004.48, -82875.15, -67193.84, 187500.00, -64328.56, -71769.26, -52997.08, 0.000, 0.000, 0.000, 16:37:53.829
76, -15970.68, -6829.73, -82911.54, -67218.45, 187500.00, -64353.38, -71768.48, -53021.33, -0.012, 0.986, 0.280, 16:37:53.831
77, -15847.10, -6639.90, -82884.27, -67195.31, 187500.00, -64333.82, -71753.21, -52997.64, 0.000, 0.000, 0.000, 16:37:53.831
78, -15848.57, -6743.90, -82760.86, -67084.45, 187500.00, -64228.38, -71664.32, -52887.42, 0.000, 0.000, 0.000, 16:37:53.832
79, -15915.18, -6882.24, -82732.21, -67057.45, 187500.00, -64197.40, -71634.63, -52860.49, 0.000, 0.000, 0.000, 16:37:53.833
80, -15817.70, -6712.43, -82727.31, -67039.49, 187500.00, -64175.19, -71597.98, -52856.71, 0.000, 0.000, 0.000, 16:37:53.833
81, -15707.55, -6510.41, -82744.50, -67052.51, 187500.00, -64189.20, -71613.22, -52870.23, 0.000, 0.000, 0.000, 16:37:53.834
82, -15772.93, -6655.46, -82717.39, -67034.20, 187500.00, -64176.26, -71619.16, -52853.00, 0.000, 0.000, 0.000, 16:37:53.834
83, -15800.18, -6771.95, -82624.36, -66938.38, 187500.00, -64086.90, -71525.85, -52756.57, 0.000, 0.000, 0.000, 16:37:53.834
84, -15668.04, -6594.23, -82553.82, -66853.80, 187500.00, -64001.29, -71426.07, -52661.07, 0.000, 0.000, 0.000, 16:37:53.834
85, -15568.35, -6388.33, -82595.64, -66892.16, 187500.00, -64039.78, -71468.60, -52701.37, 0.000, 0.000, 0.000, 16:37:53.835
86, -15677.20, -6546.02, -82647.78, -66954.70, 187500.00, -64103.93, -71550.62, -52766.12, -0.014, 0.996, 0.284, 16:37:53.835
87, -15753.73, -6724.68, -82577.00, -66889.76, 187500.00, -64051.02, -71483.58, -52695.51, 0.000, 0.000, 0.000, 16:37:53.835
88, -15687.77, -6638.15, -82535.89, -66837.50, 187500.00, -63997.73, -71414.34, -52651.48, 0.000, 0.000, 0.000, 16:37:53.835
89, -15566.80, -6404.98, -82567.05, -66858.34, 187500.00, -64016.87, -71431.63, -52685.09, 0.000, 0.000, 0.000, 16:37:53.836
90, -15542.98, -6402.34, -82533.27, -66836.54, 187500.00, -63995.55, -71423.70, -52661.07, 0.000, 0.000, 0.000, 16:37:53.836
91, -15628.50, -6603.76, -82474.98, -66784.53, 187500.00, -63944.58, -71391.73, -52608.27, 0.000, 0.000, 0.000, 16:37:53.836
92, -15639.11, -6613.68, -82476.64, -66775.97, 187500.00, -63937.70, -71371.20, -52600.65, 0.000, 0.000, 0.000, 16:37:53.836
93, -15528.58, -6389.65, -82515.41, -66811.87, 187500.00, -63975.77, -71393.86, -52641.44, 0.000, 0.000, 0.000, 16:37:53.837
94, -15462.58, -6311.66, -82505.38, -66806.50, 187500.00, -63972.41, -71402.60, -52640.30, 0.000, 0.000, 0.000, 16:37:53.837
95, -15534.95, -6509.14, -82442.53, -66755.25, 187500.00, -63918.75, -71360.11, -52578.50, 0.000, 0.000, 0.000, 16:37:53.837
96, -15532.99, -6547.00, -82373.26, -66683.32, 187500.00, -63845.43, -71274.15, -52505.34, -0.016, 0.992, 0.282, 16:37:53.837
97, -15414.79, -6328.81, -82384.55, -66683.12, 187500.00, -63845.23, -71256.73, -52509.25, 0.000, 0.000, 0.000, 16:37:53.838
98, -15384.17, -6253.26, -82435.55, -66742.09, 187500.00, -63906.14, -71323.70, -52565.98, 0.000, 0.000, 0.000, 16:37:53.838
99, -15433.30, -6418.95, -82356.72, -66675.41, 187500.00, -63844.98, -71271.71, -52492.02, 0.000, 0.000, 0.000, 16:37:53.838
100, -15420.00, -6462.16, -82266.02, -66582.20, 187500.00, -63751.53, -71175.53, -52400.73, 0.000, 0.000, 0.000, 16:37:53.838
101, -15358.58, -6309.83, -82312.35, -66618.99, 187500.00, -63781.50, -71198.75, -52443.34, 0.000, 0.000, 0.000, 16:37:53.839
102, -15282.54, -6158.55, -82352.36, -66667.07, 187500.00, -63831.21, -71255.95, -52494.01, 0.000, 0.000, 0.000, 16:37:53.839
103, -15266.29, -6248.52, -82230.63, -66565.03, 187500.00, -63732.73, -71167.91, -52387.21, 0.000, 0.000, 0.000, 16:37:53.839
104, -15339.53, -6400.78, -82206.41, -66542.05, 187500.00, -63709.11, -71127.36, -52360.52, 0.000, 0.000, 0.000, 16:37:53.839
105, -15310.25, -6301.54, -82275.77, -66597.84, 187500.00, -63765.17, -71162.54, -52415.40, 0.000, 0.000, 0.000, 16:37:53.840
106, -15166.04, -6057.41, -82268.97, -66589.29, 187500.00, -63750.19, -71158.77, -52404.76, -0.034, 0.994, 0.292, 16:37:53.840
107, -15200.30, -6165.46, -82225.27, -66563.42, 187500.00, -63731.19, -71145.80, -52376.73, 0.000, 0.000, 0.000, 16:37:53.840
108, -15214.21, -6280.97, -82110.63, -66453.23, 187500.00, -63625.24, -71035.27, -52264.57, 0.000, 0.000, 0.000, 16:37:53.840
109, -15172.07, -6193.98, -82125.76, -66456.92, 187500.00, -63625.58, -71015.27, -52271.83, 0.000, 0.000, 0.000, 16:37:53.841
110, -15064.00, -5971.92, -82179.96, -66502.07, 187500.00, -63665.07, -71047.45, -52317.07, 0.000, 0.000, 0.000, 16:37:53.841
111, -15082.04, -6034.81, -82160.79, -66496.48, 187500.00, -63653.72, -71066.34, -52307.66, 0.000, 0.000, 0.000, 16:37:53.841
112, -15172.12, -6233.68, -82107.27, -66444.63, 187500.00, -63606.67, -71022.04, -52252.48, 0.000, 0.000, 0.000, 16:37:53.841
113, -15142.48, -6179.21, -82092.39, -66417.58, 187500.00, -63581.10, -70971.66, -52217.05, 0.000, 0.000, 0.000, 16:37:53.841
114, -14989.03, -5901.87, -82092.14, -66412.82, 187500.00, -63572.11, -70971.01, -52217.05, 0.000, 0.000, 0.000, 16:37:53.842
115, -14940.62, -5859.93, -82046.99, -66377.88, 187500.00, -63526.05, -70953.73, -52181.96, 0.000, 0.000, 0.000, 16:37:53.842
116, -15015.39, -6048.74, -81971.20, -66304.75, 187500.00, -63459.82, -70894.21, -52113.29, -0.018, 0.976, 0.292, 16:37:53.842
117, -15069.37, -6100.62, -81997.87, -66323.75, 187500.00, -63486.46, -70894.34, -52127.44, 0.000, 0.000, 0.000, 16:37:53.842
118, -14957.03, -5870.91, -82028.13, -66341.09, 187500.00, -63500.68, -70898.45, -52153.73, 0.000, 0.000, 0.000, 16:37:53.843
119, -14820.01, -5709.08, -81935.77, -66259.20, 187500.00, -63424.82, -70828.52, -52074.80, 0.000, 0.000, 0.000, 16:37:53.843
120, -14914.60, -5918.88, -81885.14, -66216.68, 187500.00, -63381.03, -70795.88, -52026.50, 0.000, 0.000, 0.000, 16:37:53.843
121, -14965.16, -6005.49, -81881.23, -66206.98, 187500.00, -63379.89, -70773.48, -52010.59, 0.000, 0.000, 0.000, 16:37:54.299
122, -14876.72, -5812.15, -81922.47, -66236.24, 187500.00, -63409.37, -70802.57, -52055.22, 0.000, 0.000, 0.000, 16:37:54.299
123, -14777.34, -5653.49, -81903.63, -66223.95, 187500.00, -63393.57, -70797.59, -52042.93, 0.000, 0.000, 0.000, 16:37:54.300
124, -14834.54, -5817.69, -81829.69, -66160.55, 187500.00, -63335.54, -70753.15, -51985.71, 0.000, 0.000, 0.000, 16:37:54.300
125, -14888.14, -5928.40, -81798.76, -66123.48, 187500.00, -63309.01, -70716.96, -51955.85, 0.000, 0.000, 0.000, 16:37:54.307
126, -14836.77, -5791.09, -81851.55, -66164.60, 187500.00, -63349.29, -70729.23, -51991.47, -0.014, 0.986, 0.298, 16:37:54.307
127, -14745.56, -5613.95, -81878.21, -66193.03, 187500.00, -63373.14, -70759.81, -52024.82, 0.000, 0.000, 0.000, 16:37:54.307
128, -14765.72, -5724.21, -81789.79, -66120.28, 187500.00, -63304.50, -70713.16, -51951.96, 0.000, 0.000, 0.000, 16:37:54.307
129, -14790.57, -5833.36, -81698.46, -66028.99, 187500.00, -63217.13, -70620.11, -51855.31, 0.000, 0.000, 0.000, 16:37:54.308
130, -14763.97, -5742.27, -81748.75, -66070.15, 187500.00, -63256.04, -70640.18, -51897.55, 0.000, 0.000, 0.000, 16:37:54.308
131, -14647.99, -5521.08, -81773.95, -66094.04, 187500.00, -63274.12, -70662.40, -51922.54, 0.000, 0.000, 0.000, 16:37:54.308
132, -14671.62, -5612.66, -81731.97, -66061.30, 187500.00, -63240.04, -70647.94, -51888.84, 0.000, 0.000, 0.000, 16:37:54.309
133, -14773.05, -5815.34, -81705.15, -66032.57, 187500.00, -63218.02, -70625.79, -51861.28, 0.000, 0.000, 0.000, 16:37:54.309
134, -14764.09, -5766.24, -81736.73, -66051.19, 187500.00, -63236.12, -70625.74, -51882.29, 0.000, 0.000, 0.000, 16:37:54.309
135, -14677.45, -5557.34, -81802.77, -66112.34, 187500.00, -63295.58, -70672.80, -51950.48, 0.000, 0.000, 0.000, 16:37:54.309
136, -14634.47, -5552.46, -81734.54, -66054.52, 187500.00, -63232.52, -70637.91, -51887.92, -0.006, 0.982, 0.302, 16:37:54.310
137, -14729.67, -5756.56, -81676.34, -65996.59, 187500.00, -63170.66, -70588.46, -51826.74, 0.000, 0.000, 0.000, 16:37:54.310
138, -14751.97, -5762.39, -81697.32, -66006.42, 187500.00, -63179.53, -70578.31, -51828.20, 0.000, 0.000, 0.000, 16:37:54.310
139, -14681.34, -5570.93, -81778.52, -66080.90, 187500.00, -63254.79, -70638.23, -51904.35, 0.000, 0.000, 0.000, 16:37:54.311
140, -14641.76, -5529.75, -81752.53, -66069.81, 187500.00, -63245.73, -70641.32, -51888.32, 0.000, 0.000, 0.000, 16:37:54.311
141, -14747.03, -5753.96, -81702.33, -66033.91, 187500.00, -63218.53, -70617.65, -51849.00, 0.000, 0.000, 0.000, 16:37:54.311
142, -14773.88, -5798.78, -81702.04, -66021.69, 187500.00, -63205.86, -70598.12, -51836.93, 0.000, 0.000, 0.000, 16:37:54.311
143, -14680.00, -5592.05, -81760.53, -66067.44, 187500.00, -63257.04, -70631.20, -51890.78, 0.000, 0.000, 0.000, 16:37:54.312
144, -14620.05, -5491.96, -81765.70, -66080.12, 187500.00, -63262.61, -70650.46, -51903.03, 0.000, 0.000, 0.000, 16:37:54.312
145, -14702.35, -5691.38, -81702.77, -66024.46, 187500.00, -63204.83, -70611.70, -51847.46, -0.008, 0.980, 0.304, 16:37:54.312
146, -14742.85, -5781.79, -81654.41, -65971.17, 187500.00, -63151.75, -70549.19, -51792.84, 0.000, 0.000, 0.000, 16:37:54.313
147, -14631.65, -5569.23, -81667.30, -65972.65, 187500.00, -63153.24, -70528.58, -51793.93, 0.000, 0.000, 0.000, 16:37:54.313
148, -14566.12, -5438.54, -81708.88, -66022.00, 187500.00, -63204.94, -70586.29, -51843.89, 0.000, 0.000, 0.000, 16:37:54.313
149, -14654.97, -5637.22, -81672.69, -65999.73, 187500.00, -63181.81, -70583.66, -51817.73, 0.000, 0.000, 0.000, 16:37:54.313
150, -14713.71, -5766.77, -81636.26, -65962.25, 187500.00, -63144.32, -70537.23, -51776.27, 0.000, 0.000, 0.000, 16:37:54.314
151, -14628.86, -5601.24, -81648.55, -65961.07, 187500.00, -63150.40, -70510.43, -51777.84, 0.000, 0.000, 0.000, 16:37:54.361
152, -14494.19, -5373.11, -81642.31, -65955.41, 187500.00, -63146.22, -70510.61, -51774.35, 0.000, 0.000, 0.000, 16:37:54.362
153, -14542.42, -5510.20, -81594.84, -65926.60, 187500.00, -63114.64, -70497.42, -51747.39, 0.000, 0.000, 0.000, 16:37:54.362
154, -14614.26, -5673.10, -81544.13, -65881.30, 187500.00, -63071.73, -70462.24, -51704.05, 0.000, 0.000, 0.000, 16:37:54.364
155, -14549.62, -5555.95, -81547.45, -65876.52, 187500.00, -63072.89, -70438.30, -51694.91, -0.014, 0.978, 0.308, 16:37:54.365
156, -14440.08, -5338.83, -81590.77, -65915.49, 187500.00, -63108.61, -70478.36, -51733.76, 0.000, 0.000, 0.000, 16:37:54.365
157, -14481.47, -5437.84, -81575.02, -65912.21, 187500.00, -63093.16, -70493.89, -51733.69, 0.000, 0.000, 0.000, 16:37:54.366
158, -14537.82, -5601.15, -81487.80, -65824.90, 187500.00, -63007.82, -70410.16, -51643.23, 0.000, 0.000, 0.000, 16:37:54.366
159, -14517.70, -5547.30, -81501.68, -65821.64, 187500.00, -63007.09, -70388.97, -51640.06, 0.000, 0.000, 0.000, 16:37:54.366
160, -14345.89, -5257.04, -81483.53, -65795.64, 187500.00, -62984.66, -70357.48, -51617.13, 0.000, 0.000, 0.000, 16:37:54.367
